"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MEivory","MElightcyan","MElightcyan1","MElightgreen","MElightsteelblue1","MElightyellow","MEmagenta","MEmediumpurple3","MEmidnightblue","MEorange","MEorangered4","MEpaleturquoise","MEpink","MEplum1","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"R12291",0.0713734244031003,-0.10400474211785,0.0687989069064882,0.0550364881060458,0.117129662698767,-0.0902452241199899,-0.155371570519527,-0.0147000934511874,0.0373932827063622,-0.121636564110409,-0.0533645209454955,-0.10125000868017,0.025339361608996,-0.0931348890477729,-0.0504614724082537,-0.051603887541283,-0.223498370210042,-0.0618696299678007,-0.0973569824511089,-0.00857210966576524,-0.0182431834019433,-0.079843907787458,-0.190024537704526,-0.0892916290798257,-0.107118668922342,-0.00923811124765275,-0.132131709533412,-0.0854567434381424,0.00784774585654727,-0.0782408657702188,-0.0918933140632188,-0.113908720624239,-0.263948950690842,-0.0493321337493639,-0.0042083624270972,-0.191729336439986,-0.0877978266250099,0.0160906980678505,-0.0614037851733469,-0.161405148973302,-0.020497730657668,0.0207902192877675,-0.0276684583874248,-0.0300034641476755
"R12295",-0.00816136068775982,0.170688365842117,0.00387787886241222,-0.0265195063647074,0.0435166157154386,0.070874856619365,-0.171977290270954,0.00388176597863847,-0.0287888549409746,-0.14216218701101,-0.0340809741326588,-0.0233300348695921,0.00642783816647658,0.00130227044134767,0.0708917963424969,-0.0133941691314504,-0.0255257092829091,0.120463704440396,-0.0251721449703205,0.0415532755509153,0.000246899583912514,0.0138465282688079,-0.101358262140278,-0.0548452959619158,0.00237894389927037,-0.00399798630193875,-0.16894414445616,0.0493268508771466,-0.0725891378768096,-0.0826213677415651,0.0401358500698867,0.00786944732181661,0.0188747193386333,0.00532634885829014,-0.0509963725543866,0.0161337588548197,0.0767155545874536,-0.0431415357363694,0.0903897086123219,-0.0105916010177281,0.0309719545620653,-0.121001151990453,-0.0112639596268275,-0.0887375415998838
"R12298",-0.00175269120776217,0.0549220787323742,-0.00369664298606353,0.0646451738826309,-0.0890367144807838,0.00713765016025037,0.0935615801748045,0.0948215104437905,0.0206312569803951,0.0664400586546735,-0.036930531009355,0.140322657124446,0.0426635429413515,-0.0347729318356959,-0.0583349941131335,-0.00747206807588081,-0.0283618912117603,0.198030063253947,0.0575206517915189,0.0247544188684696,0.0195598814412743,0.129983983166897,0.0678186948179568,-0.173137699691544,0.111416431091236,0.0310118029561697,-0.0426336474245198,0.190415820601447,-0.0757557730228895,-0.0278233760850123,-0.0215141463845173,0.065061230438855,0.201487188580537,-0.0249612280144957,0.0403307591998344,0.201143856808006,0.0806836963988556,0.0191414121725379,0.117737526368998,0.140066475473013,0.0169689277468441,0.0864499873179837,0.152007631502018,0.103996347813762
"R12299",0.0569184862188124,0.0133745067047072,0.116758363380775,-0.125369290155822,-0.037067922267988,0.148242591271006,0.0822816429029367,-0.0377903587989594,-0.0890628024072553,-0.151956799248448,-0.0126786861632774,-0.0784732375104981,-0.046364584531875,0.00863264858495704,-0.0262553052594598,-0.052339862206687,0.014765598314791,0.000677500685170352,0.00410258020619689,-0.0707537214540526,-0.0723413894997451,0.121044184047859,0.0540148761985308,0.0505127105613099,-0.121525132168694,-0.0678188683687346,0.0500367003846163,-0.0694395114467759,-0.0468654540937556,0.160144715942798,0.00457282443535868,-0.012827536032664,0.0311147272008465,0.122925755738489,0.100266502647103,-0.111770406907067,0.145676900091057,0.0456788449445483,-0.103591692680983,-0.199120349763317,-0.0692420245996333,-0.00338667992629259,-0.0652344322389327,0.113054937128602
"R12300",-0.123167476959509,0.0193146057871541,-0.0386652252636384,0.0018964600262938,-0.0668514883227967,0.108484619225699,0.0339790321890205,-0.0264968677720167,0.0875319704744667,0.0406727574608185,-0.0343230845039189,0.102470097798626,0.127011448103044,-0.0512398816689186,-0.0338040066468068,0.188255795038927,0.0213452575943875,-0.000312951463559948,0.105324019487835,0.0171441798746852,0.0422276631069772,-0.0888407977757652,0.00422326062784613,-0.0856662924012418,0.0948658197577753,0.0561958694867246,0.152551893908956,0.0869405365402732,0.101724422108796,-0.0135295643020045,-0.0765987791351106,0.0839929697031148,0.0237765006557326,-0.0505226340512486,-0.00743420738555516,0.0991100467588409,-0.0416611404025435,0.0741603960008918,-0.099850692995837,0.0951915795936235,0.0753900542348331,0.00499788643904526,0.144672345564337,-0.0356243803658394
"R12301",0.544264006714798,-0.0529509971816384,0.0869519405831858,-0.118775882341682,-0.135097185404008,-0.11408374850252,-0.112899182308012,-0.0645205941962393,0.0844500398686322,-0.126862473609852,0.0213471263354535,-0.0668236024894276,0.0248784015079133,-0.160757342024242,-0.0758055808241732,0.119648419746698,-0.0696638057699006,0.01129467068416,-0.030190362641921,0.164223388742772,-0.0944404894753178,0.273816808382022,-0.210843956940677,-0.123569890889166,-0.18007876329408,0.161586373661394,0.0567303255473412,-0.0304445740789248,-0.109377990881138,-0.0408217802926474,0.0680302772339454,0.0126072145870736,-0.129907998855946,0.0738453469702032,-0.00846433316665987,-0.0256218165521115,0.0375712882452304,-0.120946433407888,-0.0951646530416389,-0.191159238008654,-0.214844762193997,-0.00578840859136543,-0.0593584484231521,0.208430903975758
"R12302",0.218204591076911,0.090458534712884,-0.280509927883828,-0.102081609292561,-0.0497113649257104,0.0337718513759819,-0.0919248940152614,0.185499462295455,-0.0145025111969254,-0.0606980818104899,-0.0147496256433937,-0.0320867124172309,0.0914001258678762,-0.0687319273135554,-0.0726201918670644,0.0576260082973937,-0.0615308589448799,0.0721462714662473,0.0114309194169199,0.0733177564558269,0.114530985027673,-0.185003546674169,-0.106768964345943,0.0990524475804983,-0.0806258227434939,0.025079134291286,-0.0116435089433335,0.183150298387475,0.192362059111093,-0.0697862195014709,0.0128662136927851,0.0647428830209513,-0.0231288561291603,-0.22562489620195,-0.150904235209681,-0.013579423531759,-0.115172444258856,0.0234636539522793,-0.0500152701721433,-0.161240079429386,0.138721927927536,0.10491526232147,-0.0989893091278207,0.0715543658869822
"R12309",-0.00419352313279784,-0.0252861672998799,0.0611082791366711,0.000928093349718162,0.0184567460509382,-0.0186755100397425,-0.00885474465417474,0.0178810484062495,0.11077567262302,-0.0110638717420792,-0.114393967203564,0.11260359001951,0.12580649217173,-0.0970380238111683,0.060870197049198,0.0593337961024743,-0.10292642986846,0.0496658179204135,0.036980890612422,0.11001805653675,0.0866141729952359,-0.0333449429237906,-0.109850658253272,-0.160805239828509,-0.0253705107483123,-0.119359201857843,-0.0733693035441899,-0.0236523388199113,-0.0939446278858438,-0.0735609891519902,-0.0407551809418478,0.0269467046585866,0.0416734768393854,0.0215048157384197,0.055058466797702,0.0277497815379861,-0.0199428758137149,0.00968991919716421,-0.0438860781218367,0.031520038328697,0.11563348146418,0.0161934959076681,0.145659138506555,-0.0142305766679138
"R12310",0.080803042744436,-0.00492012413471511,0.0381465605997303,0.0791282612995106,-0.0277936895615679,-0.0457094097783948,-0.101755250245126,0.0360304062835832,0.0986863035384811,-0.12444502026094,0.0801932244886032,-0.0120574393848514,0.0998956109365199,-0.0727196729342053,-0.0516183030028649,0.00891111288052276,0.0406013431754934,-0.083234178892584,0.0368765383499127,0.0334362512259579,-0.043958314993289,0.022213201249873,-0.0842573073390534,-0.0550520052410919,-0.0116379597072497,-0.00273212012060393,0.00517016088043735,-0.176434675330794,0.0287686296089485,-0.0132431730350779,-0.019412411431001,0.0277334944903407,0.00386374072118289,-0.00186724433608426,0.0806713761434986,0.0679745963959303,-0.00804683799001754,0.03551611302503,0.0148937569134195,0.0998247512365045,0.0165705070189713,-0.0500134115576298,-0.0315563647624447,0.133553956302019
"R12311",0.100589140064124,-0.0380767825272784,-0.0560316818411628,0.0780294519061293,-0.0192110466796352,0.0106998397426439,-0.0887208075936451,0.0901376622265701,0.0508319930411182,-0.0265473356676972,0.0371664548858097,0.0488287776481263,0.105421760250208,-0.0575983933448638,0.0552420469532285,-0.0859603483435291,-0.0588435140483669,-0.156718868805268,0.0718735952980286,0.0602406901899991,0.0205616935137295,-0.0960888522070629,-0.0271710856716811,-0.0570407122175506,-0.0984768340414464,0.05181246141835,0.0534649977850571,-0.130340626372267,-0.0200211760095496,-0.0460274197907032,0.0350027942161549,0.0559298294921456,-0.0189625728761117,-0.0302813736188166,-0.0311577594044103,-0.148408131489161,-0.0241411248732879,0.0244620177072913,-0.0964072346733035,0.0716746211416704,0.0993905883358145,-0.0445868831013731,0.0499862563618668,0.139193434743783
"R12312",0.125616920542647,0.0975585226183124,-0.00409327097283459,-0.000549536837115378,0.0301130541179349,-0.0958888840684759,0.121950402531313,0.00792710759640594,0.052868511467487,0.103531414386257,0.0312184680413538,0.0551484293774527,0.0600099594593769,-0.0258606273992897,0.0188700616067954,0.0641530557938122,-0.0360341622338252,0.0523791181220007,0.0302995159017722,-0.0164114414639421,-0.0398323439926171,-0.0335365183526129,0.113681493749325,0.0469002879184944,-0.140273639353388,0.0511267955376957,0.00143075765925316,0.0135482714266869,0.0672192682841007,-0.000607485115238996,0.0286235221034343,0.0529458608155884,0.0585548825788837,0.0447416989255493,0.0641932645532675,-0.162637037837439,-0.0743552228391942,0.0482616055585278,-0.0590652163613412,-0.0570231331142702,-0.136464023614609,0.0596619992866763,0.0465095635450116,0.0335896210210404
"R12314",-0.0050656209254342,0.0225389410938576,-0.0616075321561958,-0.00722980980746037,0.0829257483861736,0.0531861353911381,-0.161738243855421,0.024176852126139,0.0354764737110324,0.0130932806843215,0.141820213989158,0.0489078151398547,0.0755240257649259,-0.0105669401487906,0.159457382340255,0.0233817234032466,0.0359989758308073,0.191447034403388,0.0568214988591025,0.0582388154715189,0.0441786039788338,0.0170396353152111,-0.0152026543930018,0.012770575538307,-0.0151239099842058,-0.0381088179769849,-0.149735875027419,-0.0859158545126198,0.0667060305372384,-0.0704553472022925,0.0699476790881508,0.0640067189276719,-0.00981184555533836,-0.11779533619456,-0.257174014385212,0.150566700394472,-0.0498755940901713,-0.0721685873319612,0.0438157632252287,-0.00632757396641021,0.0473821716158368,0.0189759558726529,0.0577930897364472,-7.49381574974232e-05
"R12319",0.0132392769058332,0.0854847809384214,-0.155269470279112,-0.0101518410640953,-0.0806177937514421,-0.0179195741499713,0.141589116062504,0.00496798870518515,-0.0878538420865319,0.192075082927947,0.0593211165194509,0.0974587579939104,-0.0340193720635265,0.0459850708169952,-0.0612045065569118,-0.00991179909038779,0.067172207897657,0.0847613550635895,0.0304434264471138,-0.0597412451952354,0.13160819985272,-0.052219196226147,0.219289701475092,0.0901213216080995,0.0476630571605304,0.0732477092416801,0.000174334736666774,0.0347550714906875,0.144362069580498,-0.0456550615404114,0.000620964193365898,0.0201425724073166,-0.0998603316176148,-0.0730656198714094,-0.0434988966895822,0.120400812640697,-0.0152037871230948,-0.0143595917808057,0.00945395056524737,-0.00683605415035532,0.0991455655780605,0.0994694447209521,0.100571090278043,-0.0704922652275756
"R12321",-0.203676342743137,0.103765897622628,0.201229133216805,0.00145092627327268,0.108802576654678,-0.19898643912667,0.125491653367033,-0.288682134689021,-0.00387466747016031,0.00584079876760931,0.198775303376649,-0.0682295682669807,-0.220228194789081,0.422868329049495,0.157693207680821,-0.0661125028854133,0.180673190275982,0.0750676694661184,0.0298153149601262,0.165504544646513,-0.0218938028823967,0.234994699221194,0.0140512152032607,0.20460221672241,-0.012787651279058,-0.0226239246923716,0.125951294754881,-0.310289714331822,-0.0193617397789667,0.238163128884448,0.220155040936899,-0.0314017894309156,0.0106692073095275,0.222340346050412,0.0529068831888653,0.0388221872773561,-0.0627952837346493,0.130473360208277,0.0910452507892553,-0.0338935318726631,-0.0426521673553196,-0.0182010521826493,-0.267060926874632,-0.00330818017257874
"R12322",-0.0504405959366707,-0.0230981518292674,0.0412024756099887,-0.121164357661868,0.0590196327098324,-0.00460796264546778,0.0173060510329726,0.00695162109023318,-0.0312008352193511,-0.0680018809989498,0.0926020139670919,-0.106989262992865,-0.0524737699999502,0.08919783821087,0.032148769735668,-0.117094104693094,-0.0113849783021807,-0.0468994784415037,-0.0310540161219305,-0.00815740397742254,-0.0378323122500377,0.112659769974771,-0.00421545148512553,0.125000151963144,-0.0220859871469673,0.0590963243039907,0.0560603867214911,0.0656522250695614,0.143464523296583,0.114145962267413,0.0732265323669714,-0.0340974328311587,0.0391661074811385,0.108712840189058,-0.0423215521059319,0.127165865528077,-0.0995264905516678,0.0878617219874235,0.139558834081378,-0.0819717625804448,-0.0141990787787957,-0.112182664804189,-0.151402646310753,0.00939922375708912
"R12325",0.00491194917243739,-0.0110965006506353,0.0878428174536176,-0.0767074194360047,0.0354281819235097,-0.0913530756480389,0.00888595242008237,-0.0545710740784359,0.082705308345014,-0.153144858461672,0.0972076230004764,-0.0753055120699826,0.0591936051069954,0.088821431777862,0.081805503419326,-0.000441649122664346,-0.0365677642894856,-0.00825686563495384,0.0470129675848878,0.15299787383412,0.0577796052631196,0.00706749241809888,-0.084413261950281,0.0957649919221131,-0.00326940216894351,0.0373351513845031,0.0722093791195987,-0.0690939566976327,-0.170778869407308,0.116592661781983,0.134666364182249,0.0492080710085735,0.0921817192848105,0.0612415846940689,0.085267621778183,0.0309952095664959,-0.114748220535433,0.150609918069043,-0.0452318044858199,-0.032029849798868,0.0818513039933056,-0.0296587780621703,-0.13682523897236,0.0228526233525469
"R12326",-0.0600486770056683,-0.0791199099382501,0.181075849777166,0.167161965789552,0.100228832077667,-0.0285237108840072,0.0263331657309484,-0.0761932932149778,-0.0356537749042048,-0.0953326881010903,0.00122555939502951,-0.0274810753344901,-0.00233178665743264,-0.0463359598911325,0.0234718030574172,-0.132173290988671,0.0483854557727915,-0.113455958498433,-0.0604499990150633,-0.0857224552191945,7.53146444485545e-05,-0.0964733846451345,-0.0842171670973721,-0.100175077256784,-0.264691392918426,0.044897393697583,0.050428472239938,-0.0144687789897583,-0.058835304783681,0.0954976990679876,-0.0931610167343024,-0.0756640881066286,-0.0415972636035459,0.135419603966405,0.173105286202043,-0.263760346519719,-0.0954649323457935,0.0263619581988905,-0.286482126779032,0.0410301828456627,-0.024667465654953,0.143240031482151,0.0848028482790828,-0.139865028811554
"R12327",-0.0403252917736927,-0.0108013435361579,0.0261262441658502,0.300855387441489,-0.108040094290555,0.0338787838512647,0.0235247244729396,-0.08469575915296,0.192401322346845,0.0497757668488112,0.107574641000589,0.184987475609275,0.17129161682704,0.0035106781959921,-0.00262066868204159,-0.0131780449687621,0.137861494816128,0.182853474261981,0.0943074123510639,0.0225167668389288,0.05827213293386,-0.0766429441851158,0.0193890477942654,-0.0246416604479718,0.0774248141388456,-0.0648411968444013,0.0711158903402584,-0.0374360054270089,0.0367843113465857,0.0669067073845004,-0.076887542517886,0.103763736617936,0.096652564731387,0.0469821941250108,0.168066861348142,0.0462108366684705,0.127135095258762,0.0683418790170174,0.00592542844368299,0.163041598694167,0.100177146194303,-0.102888611595428,0.133091941720018,0.131389165341855
"R12329",-0.0200635125397793,-0.0946596288584184,0.0998267013963139,-0.0656383755591846,-0.063752725943393,0.032646905975705,-0.0201400035095832,-0.0098291537017341,0.0305916673676536,-0.0351399030547312,-0.0679595973071028,0.018699514159916,-0.0035267428610784,0.0664574687001007,0.0201627241287007,-0.0630859490975224,0.0844566238747446,0.0374385122792216,0.00438014259642584,0.164969293704381,0.084012871623231,0.0194118902884786,-0.024425106487656,-0.00150786678937779,-0.0670331158674963,0.0704648019041059,-0.0402015932574094,0.0924464940363773,-0.0854958060519422,0.0175654750917326,0.0360162085471101,-0.00156323634391432,-0.0488332634445372,0.110322984021376,-0.0148445661082578,0.00302964497149314,-0.0831842873987308,-0.0864249652243617,0.0287110994149873,-0.0409940051701715,0.0457175314212581,-0.0973647398826825,-0.0136964815497082,-0.0707229936126485
"R12330",0.0343438020966431,-0.04194995419019,0.0400715781278305,0.0460107906809686,0.0214289121255253,0.0719983317754531,0.107347400979556,-0.053638245638978,0.144028432269154,0.0185687228884352,0.0897322280383401,0.177903751041269,0.131074646977677,-0.0395814377638721,0.05313475278882,0.195933084845171,-0.0456593857634512,-0.0616947928709235,0.161486530046918,-0.0922775127133127,-0.0977250511468358,0.0930817257572461,0.0453275890005448,-0.0578817469308819,-0.0170239657326541,-0.0358169572545573,0.0115357956319958,0.0815918236826324,-0.151435418424669,0.0154354498970904,0.0229603727941909,0.148391930816718,0.104639887576435,0.0616507768585068,0.114567641617253,-0.0185390181205308,-0.0374796195402193,0.0453566980050983,0.0489896795343644,0.0827043050715483,0.0782396134562921,0.0621727400429229,0.13490465575575,0.216732341875645
"R12331",-0.000502272665343708,0.122584594947824,0.045897980623715,-0.0221286947317448,0.0464614967942404,0.107992427845071,-0.0107210614235798,-0.0937902330135204,0.0209457752322681,0.0155805742881734,0.0195966657461103,-0.0120074052606714,-0.045735457158565,0.0424233326298504,-0.0238008155803061,-0.0680249182266218,-0.0366435926641143,0.0775264385759706,-0.0161405143475929,-0.0201215613047593,-0.0816322374847353,0.0837506813763383,0.0859150402091327,-0.0218635977763394,-0.0161401037011765,-0.0305419702761541,-0.0532952892511473,0.0553702800534213,0.174920585083371,-0.00245947140554626,0.0363544000149413,-0.00948514802403982,-0.0734042441805745,0.108108521413516,-0.00437562995961087,0.0455199847535482,0.0975762537428433,0.0148997491477281,0.0595382658759544,0.0354648774040333,-0.070658689200457,-0.0174117619532997,-0.0530645697432289,0.0608638882090246
"R12332",0.000399031569932683,0.0035954713970252,-0.00553253873341603,-0.00116135642183882,-0.0578535740496977,-0.0262372650331232,0.108192908257946,-0.030396467203524,-0.0723609232072801,0.0343875836971896,-0.126815522760496,-0.055354846338397,-0.117381138914214,0.0234718916263757,-0.0635649117255096,-0.0645252797862789,0.0879731399927339,0.0322318598441377,-0.0708431245880226,-0.039450258451286,-0.0689341038043321,-0.0138825329196411,0.05446624155932,0.106116692979587,0.0349107894003949,-0.00907635431819203,0.0419896797083125,0.0363092035602175,0.0833259348505597,0.0571401179494958,-0.0236533731016297,-0.081853193854896,-0.00377223778016251,-0.0104656175134047,0.0130724351990322,0.0372721366300711,0.0715119051792921,0.0576060388740538,0.0686334513455124,0.0338092194703521,-0.177581849639793,0.0680800253356499,-0.0343555212538584,0.00833082639590974
