"","MEblack","MEblue","MEbrown","MEcyan","MEgreen","MEgreenyellow","MEgrey","MEmagenta","MEpink","MEpurple","MEred","MEsalmon","MEtan","MEturquoise","MEyellow"
"R13340",-0.0150927036529149,-0.0311924712428677,0.201555439728138,0.128566922015652,-0.093270011941291,0.0520487881174201,-0.0795945711617806,0.0248898990991533,0.197724564305343,-0.0820263530539671,0.0706942682324463,0.0832037916381434,0.101951404032444,-0.0893862172412675,-0.0944902332770964
"R13344",0.17905717673139,-0.292730931227215,0.0763745221878361,0.16479701079467,-0.00776234017858837,0.072357807452421,-0.20351071789433,0.143164936755733,0.151726553731153,-0.208568810348606,-0.134056172914652,0.151762716711852,0.123161673504848,0.216731516124488,-0.128011037905824
"R13347",-0.0187357360892787,0.00883290053994333,-0.128682326116888,-0.0641341920815157,-0.0165521341137623,-0.0282317578880593,-0.0798574527240236,0.0248185080633716,-0.0323893537273498,-0.0471910078164026,-0.0718224053281181,0.000806316244921394,-0.124396102138973,0.0213809391301099,-0.0192255544999043
"R13348",0.00501214519398321,0.000543776147308866,0.0497833713662635,0.0332840364949434,0.0485935498197331,0.0732390674627454,0.00758225343968686,0.0601834568473025,0.0414482405864211,-0.0232467832645253,0.104320999100605,0.0276012616673578,-0.00882935013037039,-0.0690602029821367,0.0277801530375406
"R13365",0.12205397919706,0.0181322918812748,0.0184532160208623,0.124132103237493,0.113523632957124,0.182892078771865,-0.1600903119845,0.144554624384635,0.10411889292592,-0.153358389340304,0.125981874066292,-0.0333711239088906,-0.0672528946914092,-0.0392256217967369,0.0210057946585006
"R13372",0.111476634064391,0.0241365262565192,-0.0335711489724577,0.0943905463681132,0.153807030175639,0.0424014266182884,-0.188834272162647,-0.0458970197848123,-0.031496867740064,-0.00181744086651875,0.0907440579015583,0.0448300583637143,-0.0568464069105807,0.00440044159992588,-0.179144394973928
"R13378",-0.115119809966959,0.00692889482704739,0.0141000357122398,-0.0261533515275338,-0.06286996651161,-0.022020938166075,0.299477465958029,-0.001690036728401,0.0538068866797766,0.0484536448210232,0.0348421949221467,-0.113268756859819,0.0405840964933521,-0.0709921224705993,0.0919723951014636
"R13381",-0.0203760020386048,0.0145454260653382,-0.0799517155944611,0.0864027162696113,-0.0037309043734763,-0.0884450608563831,0.0589972612617803,-0.0833300023729628,-0.107183647412726,0.0932446200386473,-0.0716895032711315,-0.0218496954774457,0.0294767257733341,0.0906154088962863,0.102034430137198
"R13387",0.114981208649857,-0.0484502392603806,0.0455201717913732,0.0442403622601276,0.0431284712374006,0.1189550443834,-0.024921431130418,0.110005757518851,0.0650426932028141,-0.0672592891328328,0.189707182172795,-0.0257942260997585,-0.029171593438293,-0.0488918014160091,-0.0588720411798446
"R13388",0.201321905562716,-0.127899656981261,-0.0929037133361929,0.100739232288082,-0.00567382363224828,-0.0464734428527575,-0.147767584925739,-0.028950768408219,-0.0380692205114199,-0.0650807424972765,-0.11660800822624,-0.110722010792996,0.0792191324707544,0.219628140698977,-0.138706738147932
"R13395",-0.167700379616362,0.0637744188091005,0.221733969276595,0.0214438923588549,-0.103512337636076,-0.027284434363279,0.0895692741900732,-0.105008483896137,0.0673479273899543,-0.0427846374476786,0.146270483259427,-0.0318601950601578,0.190502211451427,-0.0464549563361953,0.0646439178065979
"R13397",0.0422238077298782,-0.0961499655243555,0.113671943869948,-0.0086089742007664,-0.0726293591942108,-0.129453583761321,0.110082023350599,-0.108312544149118,0.00906691791614299,0.0623825300995808,0.00599060129961575,-0.139307469817126,0.131772659981971,0.0657204533924464,-0.180125499403398
"R13399",0.0920740049344805,-0.00806479336368519,-0.0525005433267266,-0.15602336846833,0.00798442618489559,-0.102229144109844,0.103306483983899,-0.0209203553922801,-0.025736109655415,-0.0590757097568231,-0.0929180348000357,-0.0209624649241859,0.0358566400780414,0.0940713540994901,-0.0675370585688254
"R13400",0.079581814135081,0.00851119391322946,-0.0965669249721594,0.0437717019603775,0.0631690885058661,0.0680002904170461,-0.0752590465163629,-0.0325926162642639,-0.0529303611333439,-0.0138282635218749,0.0479366234285562,-0.0417473766210762,-0.05744851356097,0.0192041222651575,-0.0565246606046812
"R13401",0.159898907833329,0.15106171775985,-0.0793572337911366,0.186658806874646,0.158953133966366,0.0822622998114886,-0.167747480128047,-0.0214178825402526,-0.0256136753359462,0.0426638478304709,0.0854804462084036,-0.088773553605222,-0.0510849550854544,0.0492030651394838,-0.00976387822407785
"R13402",0.197570849263288,0.0339003144534244,-0.0878685988457142,0.229403638935462,0.158230118580785,0.1071731208497,-0.181674930454504,0.10645323266691,0.022617164426053,-0.0662672536329686,0.0733714523475539,0.0342500875468323,-0.113773435012577,-0.0296903570984092,-0.0340483759349114
"R13409",-0.0500699885811657,0.0769667452953064,0.0662725603184494,-0.0283685104968058,-0.0060484720413423,0.00169491380631784,0.101808474237442,-0.0177772798967972,-0.0289318617487782,0.0505905623569099,0.178129425577195,-0.196904516515354,-0.0958023787157863,-0.169217142930717,-0.0201273588528787
"R13417",0.0298030020872251,-0.0836991395860211,0.187811127021694,-0.0215311908104816,-0.0447734246066832,0.0397541821842101,0.0411024690028734,0.0373423358468739,0.177599006229317,-0.0545377167148171,0.12771147711511,0.0405624701719453,0.208549868714934,0.00692702257825437,-0.101833444564242
"R13422",0.139410907726484,0.131275459353139,-0.117853840347419,0.0892367545572039,0.162258136255518,0.0305391247280856,-0.0804331173058438,-0.00129242529665207,-0.048823739832851,-0.0300862897866871,0.0159410077295508,-0.0223615990163745,-0.0331990942592588,0.115470003190418,0.0393026721337253
"R13426",0.0318111479259457,0.0120458925406057,-0.0713795519021889,0.0567612522029727,0.0844789131515548,0.0534220384729821,-0.0696549710756124,0.0323428863136182,0.00306369546979403,0.0444697207074124,0.00548071345354127,0.00378087649954559,-0.0655395746946446,-0.0361946408921941,0.0281708324136628
"R13427",0.118076102613545,0.183858758714325,0.0184555686707226,0.143106185568983,0.229378586787384,0.176464332741193,-0.21662359969008,0.029601861197134,0.0440666727967901,0.00305186302202472,0.126859152481097,-0.0247502487613944,-0.0664993233779213,-0.0637953436249453,-0.0590788441861849
"R13430",-0.068971391450623,0.0837850592245271,-0.118487920988416,-0.0101146179417382,-0.0333349580134697,-0.0821195250571481,0.100523307145528,-0.107726321855983,-0.173372536851796,0.0461679261314969,0.0143017877689634,-0.0606342489131717,-0.0695773377014495,0.0215428514954048,0.0871332885366488
"R13431",-0.0468319438345585,0.0221882677475861,0.122855356560787,-0.137184911059013,-0.060609435984953,0.0223560246242876,0.010060831513579,0.00472603083182694,0.0643080645713081,-0.054913623850919,0.0381094549782484,0.000770218782473531,0.0783579790740353,-0.0186798940625941,0.00548680998958649
"R13434",-0.0670484041117374,-0.257638950212744,0.0833646438820407,0.137743384291798,-0.00215433100402593,0.11634284613267,-0.0824456708376941,0.128632165096471,0.0762627485153209,-0.104981306962046,-0.136447261811762,0.0203869870467397,-0.0440084963062311,-0.0912287751085764,-0.0772868605811772
"R13443",-0.0531944942684357,-0.0122915881959152,-0.0368049147833142,-0.0582855326853735,-0.10332221254566,-0.149834837462847,0.138217776879067,-0.0939285115745814,-0.0975180214957041,0.0375770772330754,-0.0887753876741006,-0.0490701481539761,-0.0231556710481027,-0.0445647881384684,-0.031881090182604
"R13447",-0.0357610723230458,0.123292996987202,-0.103101262182561,0.0962689321951491,0.0751008062036669,-0.0199739979671429,-0.0409099147151851,-0.0367530974727411,-0.0582119331283981,0.0819195642313529,-0.000157864194852235,0.0435409426598265,-0.0211153999951035,0.0229389553455079,0.0144461576527333
"R13449",-0.100474200171084,-0.0733418907427633,0.0194242379051728,-0.0185970756609453,0.0476701834690017,-0.0972656136869446,0.0926053889657041,-0.124107383552277,-0.200121408500443,0.039715618079474,-0.00182002360219902,-0.200457450729375,-0.161265466056367,-0.0499756127969849,0.14492780373751
"R13458",-0.155278993324002,0.0796097105071851,0.0120173263248827,-0.051574391072376,0.0536044147233959,0.134658126199205,-0.0103278079619218,0.105558850701468,0.0550583768313868,-0.0432580485311753,0.0439846786358408,-0.0518461089035462,-0.139454904539098,-0.216066408167477,0.129477350535031
"R13466",-0.0935320507458268,0.0969814195265772,0.0134532630820767,-0.0290602385429781,0.0345458757946942,0.118607458946243,-0.050437203909409,0.0425955326176554,0.0174297794241961,-0.0240219905911014,0.163820682264163,0.205613933823939,-0.0781475492623062,-0.169372787783179,0.0596186206119565
"R13471",-0.0264655207272154,0.272127403983556,-0.0125730360330956,0.0810186825422816,0.100105107970795,0.158219120083754,-0.180888816915202,0.0750725594461115,0.0147760720867517,0.139228917310029,0.151698220009753,0.203838362889531,-0.0941547866240487,-0.128744793269703,0.0950415605391105
"R13472",-0.00959780585425061,0.132595966217281,-0.109175769707947,-0.0651575719317484,0.153480166446909,-0.0171775311776215,0.0399869327600243,-0.00369718079715469,-0.00930324738123248,0.303834207655158,-0.00641703853296082,0.262430449017826,0.0184534605433434,0.0209679642130038,0.0677162117551324
"R13473",-0.185687862605883,0.155921602871409,0.0190134230697871,-0.0612320114808738,0.0507121085808386,0.0253684105330017,0.00594459488659714,-0.0128946112872885,0.0106610598783869,0.0978088146643027,-0.00264280100873502,0.0065122464043192,0.0152306808781234,-0.0555290224225247,0.295795661642638
