Tissue	Module_ID	N_Genes	OR	P-value	FDR	Direction
Dentate Gyrus	red	806	0.32963026730397665	3.760857951070671e-07	7.521715902141342e-06	All
Dentate Gyrus	red	806	0.15020696666747355	3.1320126468919186e-07	7.516830352540605e-06	Downregulated in AA
Dentate Gyrus	red	806	0.5732844036697248	0.06402031649958036	0.18291518999880102	Upregulated in AA
Dentate Gyrus	tan	468	0.6587136825173419	0.09536992334736008	0.2202951186895376	All
Dentate Gyrus	tan	468	0.9382644703312705	1.0	1.0	Downregulated in AA
Dentate Gyrus	tan	468	0.3430088800017201	0.02086082235320557	0.0877112888134082	Upregulated in AA
Dentate Gyrus	darkgreen	197	0.9794613931729771	1.0	1.0	All
Dentate Gyrus	darkgreen	197	1.4523240611334025	0.278050720903533	0.4906777427709406	Downregulated in AA
Dentate Gyrus	darkgreen	197	0.4273806383539963	0.33548134460572343	0.5719213222742309	Upregulated in AA
Dentate Gyrus	lightyellow	278	0.6121693075527014	0.16901707286768247	0.3419462594317176	All
Dentate Gyrus	lightyellow	278	0.8851278897404359	1.0	1.0	Downregulated in AA
Dentate Gyrus	lightyellow	278	0.30269996435071395	0.10116772285210547	0.22905899513684258	Upregulated in AA
Dentate Gyrus	darkred	256	1.3938633636462807	0.19698535683910934	0.36934754407333004	All
Dentate Gyrus	darkred	256	1.3920725469457111	0.3383867823455866	0.5719213222742309	Downregulated in AA
Dentate Gyrus	darkred	256	1.35993265993266	0.397310307075243	0.6356964913203889	Upregulated in AA
Dentate Gyrus	steelblue	92	0.1927343520423156	0.09546121809879964	0.2202951186895376	All
Dentate Gyrus	steelblue	92	0.0	0.11715940690528115	0.2603542375672914	Downregulated in AA
Dentate Gyrus	steelblue	92	0.44442625634310035	0.7283228519224654	0.9297738535180409	Upregulated in AA
Dentate Gyrus	grey60	301	0.45397568196004423	0.02192782220335205	0.0877112888134082	All
Dentate Gyrus	grey60	301	0.31153066791364664	0.027884315793872794	0.09841523221366869	Downregulated in AA
Dentate Gyrus	grey60	301	0.6486617220251532	0.456008600086363	0.693330870545957	Upregulated in AA
Dentate Gyrus	yellow	822	0.7997495546658672	0.23288382510771044	0.4299393694296193	All
Dentate Gyrus	yellow	822	0.9873650793650793	1.0	1.0	Downregulated in AA
Dentate Gyrus	yellow	822	0.5880583546397955	0.07918616981502194	0.19392531383270678	Upregulated in AA
Dentate Gyrus	darkorange	127	0.2794503490905857	0.06988653093365546	0.1898465332181364	All
Dentate Gyrus	darkorange	127	0.5228195628609794	0.5928345149959268	0.8469064499941812	Downregulated in AA
Dentate Gyrus	darkorange	127	0.0	0.07851957332217117	0.19392531383270678	Upregulated in AA
Dentate Gyrus	magenta	544	0.6250166128624284	0.042562823577205804	0.14187607859068602	All
Dentate Gyrus	magenta	544	0.5401779603011636	0.07119244995680116	0.1898465332181364	Downregulated in AA
Dentate Gyrus	magenta	544	0.7462840821541988	0.4771614912423171	0.7157422368634757	Upregulated in AA
Dentate Gyrus	midnightblue	391	0.216495855734767	2.487356943428849e-05	0.0002984828332114619	All
Dentate Gyrus	midnightblue	391	0.16023287553950674	0.000859221536731688	0.005728143578211254	Downregulated in AA
Dentate Gyrus	midnightblue	391	0.2981563101371904	0.020514475648666063	0.0877112888134082	Upregulated in AA
Dentate Gyrus	lightcyan	345	0.20157879348991325	5.485087104728873e-05	0.0005983731386976953	All
Dentate Gyrus	lightcyan	345	0.37788694880142054	0.05154258727014324	0.15859257621582534	Downregulated in AA
Dentate Gyrus	lightcyan	345	0.0	0.000302153690084615	0.002589888772153843	Upregulated in AA
Dentate Gyrus	darkmagenta	56	0.0	0.07596986445702716	0.19392531383270678	All
Dentate Gyrus	darkmagenta	56	0.0	0.42432278212138336	0.6612822578515065	Downregulated in AA
Dentate Gyrus	darkmagenta	56	0.0	0.4059096286291002	0.6409099399406846	Upregulated in AA
Dentate Gyrus	cyan	417	0.891951504317615	0.7396071878506758	0.9342406583376958	All
Dentate Gyrus	cyan	417	1.3305251715469801	0.24138563963909315	0.43888298116198754	Downregulated in AA
Dentate Gyrus	cyan	417	0.3885529734586338	0.050421240338821505	0.15859257621582534	Upregulated in AA
Dentate Gyrus	pink	595	1.9616169059037136	4.7786556061170995e-06	7.006461398891701e-05	All
Dentate Gyrus	pink	595	0.2973380210949272	0.0005580466786096859	0.00430308600184097	Downregulated in AA
Dentate Gyrus	pink	595	4.340518816222141	2.071315120183563e-17	8.285260480734252e-16	Upregulated in AA
Dentate Gyrus	green	806	0.6243692037504677	0.010188423587718435	0.04890443322104848	All
Dentate Gyrus	green	806	0.8973710946144406	0.6803699000637542	0.8874390000831576	Downregulated in AA
Dentate Gyrus	green	806	0.32075006168270415	0.0005737448002454627	0.00430308600184097	Upregulated in AA
Dentate Gyrus	purple	520	0.6576646577119537	0.07541602396965223	0.19392531383270678	All
Dentate Gyrus	purple	520	0.43803351123639994	0.024587858969351853	0.09300487386130303	Downregulated in AA
Dentate Gyrus	purple	520	0.9499293518278971	1.0	1.0	Upregulated in AA
Dentate Gyrus	greenyellow	506	0.2608015906059087	5.254846049168776e-06	7.006461398891701e-05	All
Dentate Gyrus	greenyellow	506	0.2414525993883792	0.0006401753754423148	0.004518885003122222	Downregulated in AA
Dentate Gyrus	greenyellow	506	0.2982732732732733	0.00609791772687018	0.03181522292280094	Upregulated in AA
Dentate Gyrus	orange	167	0.9454379708823766	1.0	1.0	All
Dentate Gyrus	orange	167	1.1564181674678913	0.6529147078940389	0.8705529438587186	Downregulated in AA
Dentate Gyrus	orange	167	0.6962713805195735	0.8029380672701547	0.9644381813384686	Upregulated in AA
Dentate Gyrus	royalblue	272	1.4735287184725387	0.14112693294753034	0.30241485631613646	All
Dentate Gyrus	royalblue	272	2.2802462830552717	0.005181363640595845	0.028261983494159156	Downregulated in AA
Dentate Gyrus	royalblue	272	0.5188443017656501	0.38623789324876945	0.6263317187817883	Upregulated in AA
Dentate Gyrus	saddlebrown	100	4.134623887691372	1.7863998029069394e-06	3.062399662126182e-05	All
Dentate Gyrus	saddlebrown	100	4.036608033366579	0.00021948296447905517	0.0020259965951912786	Downregulated in AA
Dentate Gyrus	saddlebrown	100	3.483850267379679	0.0033605400585910955	0.019203086049091975	Upregulated in AA
Dentate Gyrus	violet	71	0.720550576184379	0.7985354146433589	0.9644381813384686	All
Dentate Gyrus	violet	71	0.884280607929275	1.0	1.0	Downregulated in AA
Dentate Gyrus	violet	71	0.5363863666271877	1.0	1.0	Upregulated in AA
Dentate Gyrus	paleturquoise	80	0.0	0.021722997948413477	0.0877112888134082	All
Dentate Gyrus	paleturquoise	80	0.0	0.17637124010581773	0.3419462594317176	Downregulated in AA
Dentate Gyrus	paleturquoise	80	0.0	0.2672906238675416	0.4787294755836566	Upregulated in AA
Dentate Gyrus	plum1	37	0.4402889335118251	0.7240427492002071	0.9297738535180409	All
Dentate Gyrus	plum1	37	0.0	0.6339789293011469	0.8580146020058936	Downregulated in AA
Dentate Gyrus	plum1	37	1.015162813820532	1.0	1.0	Upregulated in AA
Dentate Gyrus	darkgrey	182	0.920804492621131	1.0	1.0	All
Dentate Gyrus	darkgrey	182	0.5497918230837485	0.3813257679523321	0.6263317187817883	Downregulated in AA
Dentate Gyrus	darkgrey	182	1.3930351108310899	0.4564428231094217	0.693330870545957	Upregulated in AA
Dentate Gyrus	sienna3	50	1.0823349186025242	0.756950299799749	0.9364333605770091	All
Dentate Gyrus	sienna3	50	1.3183830997359334	0.66642777324974	0.878805854834822	Downregulated in AA
Dentate Gyrus	sienna3	50	0.7939889115844763	1.0	1.0	Upregulated in AA
Dentate Gyrus	lightgreen	297	0.5902955651939634	0.1217508910295913	0.2656383077009265	All
Dentate Gyrus	lightgreen	297	0.9952114427860697	1.0	1.0	Downregulated in AA
Dentate Gyrus	lightgreen	297	0.13046720487630906	0.00781541782754332	0.0390770891377166	Upregulated in AA
Dentate Gyrus	skyblue	113	0.9815764561465561	1.0	1.0	All
Dentate Gyrus	skyblue	113	0.8885164835164835	1.0	1.0	Downregulated in AA
Dentate Gyrus	skyblue	113	1.0969887640449438	0.7557323058412428	0.9364333605770091	Upregulated in AA
Dentate Gyrus	skyblue3	41	0.0	0.1698196614826553	0.3419462594317176	All
Dentate Gyrus	skyblue3	41	0.0	0.6363608298210378	0.8580146020058936	Downregulated in AA
Dentate Gyrus	skyblue3	41	0.0	0.6268157396004328	0.8580146020058936	Upregulated in AA
Dentate Gyrus	darkolivegreen	71	0.23262166312308055	0.19188308240894758	0.36549158554085254	All
Dentate Gyrus	darkolivegreen	71	0.0	0.17538431535315335	0.3419462594317176	Downregulated in AA
Dentate Gyrus	darkolivegreen	71	0.5363863666271877	1.0	1.0	Upregulated in AA
Dentate Gyrus	white	120	0.5650625809236081	0.3252728655263929	0.5656919400459007	All
Dentate Gyrus	white	120	0.0	0.03472409219694149	0.11905403038951366	Downregulated in AA
Dentate Gyrus	white	120	1.307915057915058	0.554352537090732	0.8014735476010583	Upregulated in AA
Dentate Gyrus	darkturquoise	184	1.0445662027408948	0.8665994854583792	1.0	All
Dentate Gyrus	darkturquoise	184	1.3428401380788002	0.3760733346079051	0.6263317187817883	Downregulated in AA
Dentate Gyrus	darkturquoise	184	0.6874284502861988	0.8036984844487238	0.9644381813384686	Upregulated in AA
Dentate Gyrus	yellowgreen	47	0.36005385177071925	0.5211260175400934	0.7626234403025757	All
Dentate Gyrus	yellowgreen	47	0.6729844061048441	1.0	1.0	Downregulated in AA
Dentate Gyrus	yellowgreen	47	0.0	0.6341817946205932	0.8580146020058936	Upregulated in AA
DLPFC	grey	11958	2.7791105901517703	2.2319242409066102e-48	2.3435204529519405e-46	All
DLPFC	grey	11958	2.1503141956073897	1.7080555272706833e-15	4.483645759085543e-14	Downregulated in AA
DLPFC	grey	11958	3.44977363144021	3.9728336061849985e-35	2.085737643247124e-33	Upregulated in AA
DLPFC	steelblue	40	13.661191113684058	1.0448085143296995e-08	1.0970489400461845e-07	All
DLPFC	steelblue	40	1.293813613231552	0.5476656995745802	0.6461224545542801	Downregulated in AA
DLPFC	steelblue	40	23.696793002915452	1.2175623256433583e-10	1.8263434884650375e-09	Upregulated in AA
DLPFC	lightgreen	112	0.27500043960681564	0.04802701840280501	0.08266945790646764	All
DLPFC	lightgreen	112	0.28872083898123707	0.2668860413076053	0.3578969670910529	Downregulated in AA
DLPFC	lightgreen	112	0.2751476771700458	0.2700887874473432	0.3578969670910529	Upregulated in AA
DLPFC	yellow	439	0.3800147851643497	0.0004120385955890724	0.001491863880581124	All
DLPFC	yellow	439	0.21460446247464504	0.001069049681089682	0.0033014769563063703	Downregulated in AA
DLPFC	yellow	439	0.5570198559128449	0.12728125025725573	0.20397964933070353	Upregulated in AA
DLPFC	blue	689	0.3431516434007987	1.2211926770827626e-06	8.548348739579339e-06	All
DLPFC	blue	689	0.2679370851271848	0.0001636929042197352	0.0006881473331455087	Downregulated in AA
DLPFC	blue	689	0.4311774461028192	0.005512736382858754	0.014117983419516322	Upregulated in AA
DLPFC	saddlebrown	48	7.12610727488317	6.561760093278587e-07	5.2998831522634736e-06	All
DLPFC	saddlebrown	48	0.0	0.6371804892327204	0.7352082568069851	Downregulated in AA
DLPFC	saddlebrown	48	14.56369404786537	2.2732511915617507e-10	2.9836421889247974e-09	Upregulated in AA
DLPFC	white	65	0.22813372905027932	0.12821577957929936	0.20397964933070353	All
DLPFC	white	65	0.0	0.2717018951142909	0.3578969670910529	Downregulated in AA
DLPFC	white	65	0.4612363387978142	0.7256524019575472	0.8020368653214995	Upregulated in AA
DLPFC	lightcyan	159	0.0	5.1054226655924975e-05	0.00024366789994873284	All
DLPFC	lightcyan	159	0.0	0.010537964994676411	0.02514741646456871	Downregulated in AA
DLPFC	lightcyan	159	0.0	0.010897808637808527	0.025428220154886563	Upregulated in AA
DLPFC	turquoise	2066	0.6049146859165281	2.3815127661240355e-05	0.00012502942022151188	All
DLPFC	turquoise	2066	0.6783534295001387	0.02291712832211299	0.04627497065042046	Downregulated in AA
DLPFC	turquoise	2066	0.552131445445597	0.0005594106402426304	0.0019579372408492063	Upregulated in AA
DLPFC	red	356	0.2621821583467982	0.00010381243762933766	0.0004739263456991502	All
DLPFC	red	356	0.3691464514487894	0.03777647019722992	0.0708308816198061	Downregulated in AA
DLPFC	red	356	0.1741334848551073	0.001718793337276651	0.005013147233723566	Upregulated in AA
DLPFC	midnightblue	166	0.08791828903560747	0.00034855848260810474	0.0013070943097803927	All
DLPFC	midnightblue	166	0.18656025907934304	0.06790428763462722	0.11499919680057835	Downregulated in AA
DLPFC	midnightblue	166	0.0	0.007112229686312871	0.017780574215782177	Upregulated in AA
DLPFC	grey60	141	0.7834257650674863	0.7061511169722743	0.7887858221498808	All
DLPFC	grey60	141	0.8085957021489255	1.0	1.0	Downregulated in AA
DLPFC	grey60	141	0.7704475001987123	1.0	1.0	Upregulated in AA
DLPFC	salmon	204	0.35703115602069047	0.0364184536413237	0.06952613876979978	All
DLPFC	salmon	204	0.5652859545836838	0.49749230863338023	0.5935987773466469	Downregulated in AA
DLPFC	salmon	204	0.17670682730923695	0.04680406701161698	0.08266945790646764	Upregulated in AA
DLPFC	darkgreen	72	0.0	0.014266792531418462	0.03256550469128127	All
DLPFC	darkgreen	72	0.0	0.1756203266350737	0.25852656954752906	Downregulated in AA
DLPFC	darkgreen	72	0.0	0.17727536197544852	0.25852656954752906	Upregulated in AA
DLPFC	darkmagenta	28	0.0	0.4088631441769832	0.5017551123276538	All
DLPFC	darkmagenta	28	0.0	1.0	1.0	Downregulated in AA
DLPFC	darkmagenta	28	0.0	1.0	1.0	Upregulated in AA
DLPFC	magenta	273	0.1622295824249539	4.217837084071401e-05	0.00021089185420357002	All
DLPFC	magenta	273	0.2286892497360235	0.019640588235013873	0.04387790988673312	Downregulated in AA
DLPFC	magenta	273	0.10834839959101035	0.002683639591587575	0.007415319924123563	Upregulated in AA
DLPFC	cyan	179	0.08142928880798443	0.00016384460312988302	0.0006881473331455087	All
DLPFC	cyan	179	0.17279569431340594	0.04773180740032086	0.08266945790646764	Downregulated in AA
DLPFC	cyan	179	0.0	0.00481941331495867	0.01265095995176651	Upregulated in AA
DLPFC	pink	334	3.776568114704522	1.835630917156688e-09	2.1415694033494693e-08	All
DLPFC	pink	334	7.969377690100431	1.9988218719178412e-17	6.995876551712445e-16	Downregulated in AA
DLPFC	pink	334	0.17458149015526064	0.047143257689937434	0.08266945790646764	Upregulated in AA
DLPFC	purple	271	0.28962616822429904	0.0017084300533401708	0.005013147233723566	All
DLPFC	purple	271	0.24247462571512785	0.027055769186390945	0.052608440084649065	Downregulated in AA
DLPFC	purple	271	0.348611473839993	0.0720288199983538	0.12004803333058967	Upregulated in AA
DLPFC	darkgrey	70	0.0	0.022831944205924784	0.04627497065042046	All
DLPFC	darkgrey	70	0.0	0.28290903112911797	0.3578969670910529	Downregulated in AA
DLPFC	darkgrey	70	0.0	0.17582860399745753	0.25852656954752906	Upregulated in AA
DLPFC	greenyellow	270	1.2446434282059482	0.3748470210183392	0.468558776272924	All
DLPFC	greenyellow	270	2.2860073324022347	0.009563519108990684	0.023352779219628417	Downregulated in AA
DLPFC	greenyellow	270	0.3088743757203227	0.09833710039066672	0.16133430532843757	Upregulated in AA
DLPFC	darkturquoise	70	0.0	0.022831944205924784	0.04627497065042046	All
DLPFC	darkturquoise	70	0.0	0.28290903112911797	0.3578969670910529	Downregulated in AA
DLPFC	darkturquoise	70	0.0	0.17582860399745753	0.25852656954752906	Upregulated in AA
DLPFC	darkred	77	4.273273644637911	0.0002120397729761072	0.0008563144677881251	All
DLPFC	darkred	77	9.155590825312308	2.4541009389718867e-07	2.3425508962913463e-06	Downregulated in AA
DLPFC	darkred	77	0.0	0.4109613300969355	0.5017551123276538	Upregulated in AA
DLPFC	orange	68	0.0	0.021873908727183346	0.04627497065042046	All
DLPFC	orange	68	0.0	0.2778253176366272	0.3578969670910529	Downregulated in AA
DLPFC	orange	68	0.0	0.17520174994003473	0.25852656954752906	Upregulated in AA
DLPFC	lightyellow	87	0.8611720807726075	1.0	1.0	All
DLPFC	lightyellow	87	1.8305161144917736	0.23745430299148845	0.3369284028933282	Downregulated in AA
DLPFC	lightyellow	87	0.0	0.4246404588859699	0.5124971055520327	Upregulated in AA
DLPFC	green	414	0.0	2.3016862075054765e-12	4.833541035761501e-11	All
DLPFC	green	414	0.0	4.0628303682925494e-06	2.50939522747481e-05	Downregulated in AA
DLPFC	green	414	0.0	1.723333962212054e-06	1.1309379127016603e-05	Upregulated in AA
DLPFC	brown	525	0.10913437671933776	7.84946202989829e-11	1.3736558552322008e-09	All
DLPFC	brown	525	0.11532232414113311	1.657816206022915e-05	9.161615875389794e-05	Downregulated in AA
DLPFC	brown	525	0.10988681246598093	7.899102900457008e-06	4.6078100252665885e-05	Upregulated in AA
DLPFC	royalblue	81	2.4518900343642613	0.025117043258327837	0.04976018004008345	All
DLPFC	royalblue	81	5.23758865248227	0.0003245393278654686	0.0012620973861434891	Downregulated in AA
DLPFC	royalblue	81	0.0	0.2651334887739549	0.3578969670910529	Upregulated in AA
DLPFC	tan	239	0.0	2.942287473656356e-07	2.5745015394493114e-06	All
DLPFC	tan	239	0.0	0.0010142027283495123	0.0032270086811120847	Downregulated in AA
DLPFC	tan	239	0.0	0.0006733411518552784	0.002209400654525132	Upregulated in AA
DLPFC	violet	36	0.562920784987824	1.0	1.0	All
DLPFC	violet	36	0.0	1.0	1.0	Downregulated in AA
DLPFC	violet	36	1.138013170800056	0.5927552763707689	0.6915478224325637	Upregulated in AA
DLPFC	darkorange	66	0.0	0.021422217909402148	0.04627497065042046	All
DLPFC	darkorange	66	0.0	0.2717018951142909	0.3578969670910529	Downregulated in AA
DLPFC	darkorange	66	0.0	0.27776641110061057	0.3578969670910529	Upregulated in AA
DLPFC	black	349	0.13153838278121588	1.1182523727932645e-06	8.386892795949484e-06	All
DLPFC	black	349	0.09232593106638907	0.0006024678477562221	0.0020406169036904297	Downregulated in AA
DLPFC	black	349	0.17683535597808	0.0025136479187409947	0.007133325174805525	Upregulated in AA
DLPFC	darkolivegreen	28	1.4655172413793103	0.6485792984790639	0.7402263732641491	All
DLPFC	darkolivegreen	28	3.111854684512428	0.14933780087926618	0.23403685212422315	Downregulated in AA
DLPFC	darkolivegreen	28	0.0	1.0	1.0	Upregulated in AA
DLPFC	paleturquoise	40	1.1720410065237652	0.6900596968549602	0.7790996577394712	All
DLPFC	paleturquoise	40	0.0	1.0	1.0	Downregulated in AA
DLPFC	paleturquoise	40	2.3715328467153283	0.22045878866232074	0.3170982576649819	Upregulated in AA
DLPFC	skyblue	50	3.4553743065853793	0.04153133216194923	0.07650508556148543	All
DLPFC	skyblue	50	0.0	1.0	1.0	Downregulated in AA
DLPFC	skyblue	50	7.004093945270416	0.004345428089021711	0.011699229470443068	Upregulated in AA
Hippocampus	grey	14924	0.8928647149963305	0.13228719206226122	0.4917131154000579	All
Hippocampus	grey	14924	0.7178474497925076	0.0009037628483904728	0.016267731271028513	Downregulated in AA
Hippocampus	grey	14924	1.1776023060957297	0.1692444877852049	0.5551649979306349	Upregulated in AA
Hippocampus	red	264	1.7357396187379932	0.0554277627063781	0.30698453191224795	All
Hippocampus	red	264	0.6221439769719088	0.6355857004932395	0.9370872668221288	Downregulated in AA
Hippocampus	red	264	2.9736950833218563	0.0013805486274564584	0.022088778039303335	Upregulated in AA
Hippocampus	orange	47	1.9922277337208936	0.16205075685841128	0.5551649979306349	All
Hippocampus	orange	47	0.0	0.6288053914584928	0.9370872668221288	Downregulated in AA
Hippocampus	orange	47	4.336548054539408	0.01812041506916405	0.14822719062179382	Upregulated in AA
Hippocampus	salmon	90	0.9393232902917265	1.0	1.0	All
Hippocampus	salmon	90	1.4676148201829875	0.36024810178078714	0.8367052686521508	Downregulated in AA
Hippocampus	salmon	90	0.3870806328631338	0.5229079563043468	0.9370872668221288	Upregulated in AA
Hippocampus	tan	93	0.0	0.006945490556883063	0.07693466463008931	All
Hippocampus	tan	93	0.0	0.12527551893360533	0.48755877639024786	Downregulated in AA
Hippocampus	tan	93	0.0	0.11763412138128426	0.48755877639024786	Upregulated in AA
Hippocampus	darkred	57	0.8556751467710372	1.0	1.0	All
Hippocampus	darkred	57	1.691682301438399	0.4302241344276787	0.8850325051083676	Downregulated in AA
Hippocampus	darkred	57	0.0	0.41551014365973404	0.8671516041594449	Upregulated in AA
Hippocampus	turquoise	665	0.35720252107221506	7.618420859703239e-05	0.0021941052075945327	All
Hippocampus	turquoise	665	0.4076234640831758	0.010794365616641478	0.11102776062831234	Downregulated in AA
Hippocampus	turquoise	665	0.3178964208766119	0.004773403087734776	0.0624881858758007	Upregulated in AA
Hippocampus	yellow	372	3.985463986978565	2.133057471861727e-14	1.023867586493629e-12	All
Hippocampus	yellow	372	0.34962258388236833	0.07183339302553494	0.3831114294695197	Downregulated in AA
Hippocampus	yellow	372	8.46731346483705	6.173235219850295e-26	8.889458716584425e-24	Upregulated in AA
Hippocampus	green	329	1.3349480813653591	0.21347091142430552	0.6147962249019999	All
Hippocampus	green	329	2.427653661529577	0.0004983486965738777	0.010251744615234055	Downregulated in AA
Hippocampus	green	329	0.2287673967602099	0.01971785336626891	0.14822719062179382	Upregulated in AA
Hippocampus	brown	381	0.7352072408980664	0.3330629782725214	0.7904632862088856	All
Hippocampus	brown	381	1.2455211092070415	0.41178703064047806	0.8671516041594449	Downregulated in AA
