Simulation,PValue,Rsq
35,0.0010626513479268132,0.0437529520616898
91,0.006327420815195848,0.030646070360098438
92,0.008823404857771984,0.02822929153696062
83,0.01017755862393805,0.027195406685757224
93,0.010705519903282517,0.026829800005414836
78,0.011191957959271494,0.026508845757795316
36,0.011585595038618987,0.02625935780850249
21,0.013409967109864454,0.02520576670059765
6,0.01491824886437434,0.02443984901628532
26,0.01652452282430364,0.023706734823351946
15,0.016923354244522792,0.02353601104896323
34,0.017355858045643907,0.023355469575919947
29,0.017616712238014365,0.02324879535908163
97,0.019598537480495393,0.0224876461830856
77,0.01978466745070588,0.022420260440261935
61,0.020016616931444284,0.02233719153498535
49,0.021589843579264432,0.021798601076521536
52,0.02262551330664513,0.02146563251557241
31,0.027812343312861143,0.020004444524193754
85,0.03146274684435491,0.019136075152252706
3,0.03451532950950459,0.018486564809576844
48,0.03935555498556675,0.017570041226344722
46,0.041311667077702195,0.017232517377860423
65,0.04735243608473465,0.01628679590115633
50,0.05261471552065954,0.015560733473531083
60,0.05686468920935321,0.015028019995423605
25,0.0642398021870888,0.014196299365403823
28,0.0680355760461426,0.013806823611652285
47,0.07057602187690079,0.013558836195746873
13,0.07073814989609092,0.013543333602536909
5,0.07118911317177094,0.013500410848736226
1,0.08953562540865538,0.011964139310005093
32,0.09523476978562645,0.011555156371870531
86,0.0956346512983783,0.011527459503008137
11,0.102037198410984,0.011100348202688074
96,0.10277563047785321,0.011052967920858687
4,0.11799592901282013,0.01015151504388183
41,0.12077417678976013,0.010000775202146494
58,0.1324421718815486,0.00940697564245936
84,0.1419067097771336,0.008966458964563122
98,0.14660684674457525,0.008759727385396019
90,0.15426191760567629,0.008438455802312506
57,0.16187632092848545,0.008136252867752991
33,0.1714964172734103,0.00777673127313834
16,0.18400681908208513,0.007342248122200286
80,0.18626848244869457,0.007267333117284752
24,0.19082432398574836,0.0071195704508723225
67,0.19947497199976813,0.006849954228802377
62,0.2003202188560506,0.006824343514275538
19,0.21147049882864513,0.006497900886279996
12,0.21610686291033623,0.006368080528646598
10,0.24014028861678308,0.005744463600887856
70,0.2821897534866941,0.004817212279690835
9,0.2855084476234438,0.00475142223766047
76,0.3171662728596065,0.0041691277718700565
59,0.32248046699933863,0.004078744679245399
40,0.3237602955988508,0.004057269033173314
81,0.32646833360021477,0.004012193964134571
0,0.34813033206901367,0.003668652943477715
66,0.3516972790987547,0.003614833989404141
44,0.35253421434425813,0.0036023133011741522
89,0.38222842044890326,0.0031829003087718655
63,0.39291299989301554,0.0030429851590945797
7,0.39793659168481477,0.00297906383938888
56,0.40242705103309784,0.002922902408897011
75,0.45472225546600886,0.0023306942973527808
17,0.4554397403751528,0.002323297413636914
72,0.505061189115988,0.0018533305977950758
37,0.5094550962602851,0.0018154067690902026
99,0.5137824050210983,0.0017786043556189896
95,0.5323889135294892,0.0016263536114145545
51,0.573074362348919,0.001325070203882242
45,0.6004948022835926,0.001144436969897584
64,0.6047739088292399,0.0011177670797082847
54,0.648728196390584,0.0008660416205259728
14,0.6566895515481534,0.0008245844040129024
38,0.6711208404298915,0.0007525076372827143
22,0.6957229633377533,0.0006384568002625481
79,0.7054139530295992,0.0005964842846168011
73,0.7116336475855958,0.0005704025136916295
18,0.7344017254040016,0.0004805025994878425
71,0.7437662221408072,0.0004460121867137333
87,0.7573033104243171,0.00039864947562011116
55,0.7655247229500672,0.0003713014156914877
20,0.7680365057294664,0.00036315695061856033
2,0.7823747553206213,0.0003185314742708979
82,0.7860569282657208,0.0003075789196936214
27,0.7919117999149331,0.0002905862013292255
43,0.7926462196982126,0.00028849112700274815
42,0.7974808551055736,0.00027490116534093504
74,0.829284505918684,0.00019410050096516478
69,0.8367983279327076,0.00017715338582681742
23,0.8596932393895141,0.00013045362212684027
68,0.8688103465726043,0.00011390164602698502
53,0.8752584498794695,0.00010289043472262967
94,0.8878382774606484,8.30540091555905e-05
39,0.9301026406094354,3.2124858878630515e-05
30,0.9479871651833627,1.7768324736086925e-05
88,0.9945101792634602,1.976680827659398e-07
8,0.9987020585552601,1.1049025958187484e-08
